39,36,73,19,33,29,103,61,59,113,42,79105
108,71,1,60,83,66,38,98,69,119,53,77730
53,36,36,65,108,28,56,58,67,56,70,77282
63,23,71,27,103,116,41,37,41,102,88,78732
60,15,80,78,51,68,117,87,2,26,34,79272
9,39,55,118,31,100,57,37,32,110,100,74427
9,14,98,52,59,53,34,76,54,62,79,76743
94,59,88,95,105,116,64,14,77,74,31,80391
9,100,76,94,23,44,89,69,79,47,39,74589
116,15,37,89,58,57,17,41,13,19,104,75158
41,65,79,102,1,33,19,105,96,25,33,77309
35,15,64,61,72,23,59,38,75,9,62,81326
87,4,12,102,21,8,77,44,41,117,117,74623
110,78,65,111,14,40,15,102,39,23,112,76142
57,74,55,58,5,93,98,65,86,109,85,78961
34,50,69,115,90,110,53,47,46,68,51,74909
64,107,58,43,71,68,49,61,106,2,20,74453
47,59,49,25,116,38,6,53,107,30,36,78402
102,32,41,25,30,24,105,14,37,60,71,71716
104,24,12,38,118,85,93,111,32,95,54,77577
18,98,62,64,37,105,103,22,101,21,87,74401
63,108,109,58,11,16,48,4,6,83,27,74919
93,36,116,99,4,62,0,66,84,40,106,78349
25,89,78,104,13,41,115,24,28,59,99,74158
18,56,44,76,20,30,31,92,88,63,19,74420
50,24,42,115,23,80,1,67,98,89,1,80057
101,99,3,71,107,40,95,1,98,8,90,75329
18,94,24,112,107,104,69,13,35,96,42,74324
10,98,77,90,33,17,44,109,8,19,108,72512
26,91,11,61,84,73,75,39,81,113,45,77993
10,75,22,87,86,20,51,58,108,100,95,78819
69,23,15,105,35,38,55,108,2,87,63,76857
116,108,63,117,72,92,45,113,14,11,45,73878
53,66,72,70,71,101,75,34,102,102,112,77581
47,40,116,86,50,118,26,12,104,43,97,74297
24,54,103,47,117,107,104,101,6,73,2,73668
45,73,106,5,45,53,7,60,36,93,104,73422
97,68,65,94,69,100,119,110,16,63,3,77283
51,48,25,76,22,29,31,17,97,11,32,75340
74,108,24,116,69,118,45,59,6,84,64,80735
2,111,25,93,98,29,50,42,0,91,16,76588
18,58,58,98,22,90,50,93,44,55,64,75056
112,75,44,74,101,13,0,39,67,98,73,73529
90,115,61,2,71,67,105,60,7,103,33,80560
31,79,74,98,93,84,54,61,97,39,17,75508
16,91,104,10,112,84,49,93,35,48,25,73545
35,29,58,57,70,7,12,29,64,63,38,78515
105,27,117,40,63,24,50,53,78,103,21,79048
18,86,78,45,21,70,91,84,77,23,49,75737
91,58,119,92,89,94,104,27,88,9,116,78547
119,49,101,105,76,31,52,61,91,35,81,77426
61,106,85,74,79,38,89,59,115,53,96,80051
30,72,12,43,85,31,80,79,6,19,66,80296
3,83,111,103,92,35,2,61,70,44,30,75896
114,36,25,99,14,68,14,42,96,111,109,77334
105,95,76,69,92,38,1,96,82,15,94,73962
91,80,23,39,12,89,46,37,98,2,38,74648
118,36,23,94,100,119,68,85,96,70,96,79329
35,70,0,22,7,53,35,100,46,4,40,81181
65,31,24,114,81,93,75,85,59,11,40,77382
30,23,21,26,51,107,20,71,52,89,15,79397
65,27,76,111,38,116,119,9,93,46,97,75087
73,7,73,76,58,31,82,22,60,112,60,81941
24,48,57,89,38,26,66,110,34,31,23,77819
108,30,51,65,46,17,61,3,19,40,81,74537
52,19,52,7,114,21,114,5,39,15,108,76851
66,54,34,100,94,84,102,56,82,58,2,77902
73,54,67,7,55,63,97,25,54,89,17,77451
74,88,87,81,62,21,62,36,44,45,106,75700
61,66,25,92,71,116,92,95,81,106,16,76530
98,111,12,3,34,2,68,93,6,86,92,80979
51,89,81,101,112,4,110,86,51,44,36,72300
57,4,58,10,108,92,21,103,50,11,84,78857
17,17,79,42,98,103,8,20,72,36,114,76735
105,41,114,51,24,29,38,103,61,18,20,78916
26,105,118,101,48,62,106,26,56,65,0,75300
96,50,80,18,48,25,102,11,79,2,115,77600
62,53,113,94,31,98,45,19,28,20,111,74165
87,28,119,106,13,7,53,72,98,42,97,75857
15,64,43,51,22,117,75,44,91,113,66,79180
22,80,77,52,54,1,41,108,4,62,95,77746
95,14,66,47,48,23,28,68,24,25,110,73705
6,88,115,80,26,64,25,52,63,98,78,73285
66,93,45,53,38,82,69,98,56,116,28,79586
102,0,56,3,63,46,8,28,110,30,13,75738
109,26,82,23,90,61,60,2,48,13,73,77667
100,44,116,104,75,40,40,11,31,41,33,74210
38,23,13,97,76,44,42,26,109,116,6,76783
45,24,27,38,108,45,94,6,118,50,59,75423
95,97,29,92,31,58,35,92,51,53,62,73396
12,94,38,32,59,62,77,49,15,10,53,76277
99,13,30,36,39,4,3,61,28,56,94,71787
3,7,98,28,99,14,106,114,49,81,40,75548
8,108,24,59,9,68,29,12,54,116,118,75338
18,10,86,1,79,33,15,75,64,57,31,76120
35,0,30,88,119,119,89,41,42,43,103,70441
117,96,89,84,28,73,28,28,59,72,119,74829
57,45,29,29,117,40,44,114,36,9,100,77616
90,20,38,105,92,113,86,68,2,84,55,81651
43,84,53,110,70,98,57,13,60,87,15,77233
101,90,107,113,28,33,117,0,30,9,88,74722
14,71,114,59,82,30,96,43,117,93,61,79064
104,77,8,74,19,45,49,103,32,94,105,79010
5,115,26,94,90,3,18,79,110,102,34,77398
47,106,38,11,59,39,54,42,115,54,35,73452
6,73,91,61,12,85,95,61,58,6,67,78106
9,21,96,42,114,47,26,28,60,50,9,74291
83,64,91,83,91,3,101,119,26,98,54,77995
97,49,82,60,52,111,25,25,86,50,7,79294
50,110,10,118,74,26,16,52,61,110,42,73892
1,10,39,94,28,107,16,114,28,31,23,74083
35,67,99,25,7,73,102,72,32,109,72,82654
50,77,5,90,74,7,38,71,16,19,118,74278
49,0,87,93,111,51,119,21,88,2,83,75683
35,15,29,111,10,9,109,34,105,35,20,72205
61,4,109,82,70,75,76,114,6,22,47,73356
11,27,74,111,50,80,117,22,78,102,66,77826
115,31,28,106,103,76,38,72,94,23,44,78352
6,34,11,98,52,34,13,107,115,111,4,76516
43,33,110,7,109,74,118,52,64,90,61,79812
86,47,63,93,45,10,48,90,19,96,74,80577
101,47,11,55,92,81,8,11,18,103,110,77592
0,88,78,68,77,114,112,110,84,38,95,73748
5,116,79,74,72,105,12,3,3,34,25,74972
75,111,100,66,34,5,113,116,113,88,51,74698
63,45,61,41,98,78,103,98,43,112,69,80197
40,47,98,65,11,50,36,2,49,99,114,76417
9,23,52,41,24,29,62,44,1,105,51,79334
85,47,80,82,74,35,62,37,105,90,15,80802
66,99,3,74,100,60,22,73,89,59,0,74155
116,23,108,5,2,28,18,31,10,93,52,80838
9,12,32,48,17,17,7,2,102,22,73,73636
111,96,103,54,116,66,0,56,3,84,41,78141
77,82,19,118,50,56,78,57,23,80,112,78072
90,52,108,111,91,80,92,26,45,36,117,76232
74,64,69,114,36,87,99,53,69,68,53,76584
62,9,4,33,90,108,53,114,74,72,101,74245
78,62,28,20,2,3,44,44,29,40,104,75496
50,21,86,57,31,66,107,25,79,24,2,79317
100,102,71,49,52,15,75,105,117,59,118,75886
29,105,11,42,54,41,110,98,94,92,10,78979
66,26,70,21,29,118,115,81,75,61,4,76296
32,66,79,22,71,65,15,67,101,106,44,75027
2,7,91,114,55,9,63,29,22,54,114,74329
56,30,6,92,73,88,102,88,64,24,32,81274
69,79,58,116,74,22,63,110,114,101,36,77161
41,62,85,104,99,103,92,111,65,76,46,75782
27,63,53,74,24,90,103,51,5,54,106,74858
74,89,13,7,42,119,43,106,24,96,39,79241
115,108,103,14,19,19,38,110,75,62,60,77446
13,11,95,109,0,45,38,101,28,104,11,79306
44,105,60,102,75,19,74,102,3,104,74,77835
61,104,95,35,18,73,70,14,51,94,0,75340
115,109,25,15,105,8,7,117,66,38,56,73833
76,50,5,82,25,115,86,108,110,26,50,72662
8,91,41,53,0,99,36,41,96,89,88,74449
71,59,113,119,97,22,38,71,34,67,115,76134
44,95,50,108,35,85,91,39,1,61,88,74781
97,67,100,70,111,119,65,64,18,98,51,79165
11,5,107,62,76,118,27,3,99,76,105,79262
69,1,16,20,2,88,24,74,15,5,74,77055
64,84,85,77,109,28,94,20,3,86,44,76643
36,30,23,32,89,31,15,43,19,34,95,73061
19,52,28,36,2,24,53,69,65,116,39,80648
55,61,92,12,68,108,63,59,106,90,28,76924
71,84,2,21,73,36,11,82,86,23,9,71773
26,9,52,72,75,61,27,88,7,77,96,80171
89,81,43,67,5,42,91,93,13,100,36,79275
40,96,68,52,59,43,46,108,42,106,29,79850
5,80,117,42,12,110,36,30,10,85,5,80211
79,99,86,37,69,24,66,21,41,28,113,72184
89,115,30,22,93,88,117,77,89,17,24,74740
8,69,87,86,12,57,94,24,70,48,53,76219
42,45,56,24,50,108,68,80,64,98,86,77910
96,114,68,71,40,5,100,53,107,15,92,75850
72,45,94,30,2,40,113,118,80,70,83,79062
108,22,45,104,10,93,76,100,38,2,74,78386
31,54,11,62,35,71,105,98,29,108,97,81034
61,45,8,83,112,63,43,47,88,76,35,77446
67,17,28,116,68,55,101,33,105,80,107,79166
109,2,16,105,48,110,99,40,96,99,117,75439
87,102,80,22,67,29,102,108,61,70,26,74794
110,78,7,4,40,18,79,97,67,82,102,78333
51,116,104,87,47,10,57,104,30,95,53,77999
42,3,63,67,79,62,65,91,99,21,0,74067
44,92,65,98,4,31,9,11,2,32,113,73285
79,63,115,21,30,101,53,7,89,22,64,78733
96,100,100,87,52,49,101,74,59,8,45,81041
15,24,105,90,19,53,13,55,7,47,52,72149
118,7,66,49,92,45,8,93,56,22,73,77259
49,51,119,20,71,85,8,90,5,71,30,78678
107,53,92,118,102,61,91,25,89,59,87,79484
99,79,2,87,37,69,18,103,24,43,35,76836
47,64,32,52,84,43,27,0,91,64,90,78521
83,110,9,19,119,68,55,25,17,85,29,74104
62,39,55,46,48,103,5,58,98,55,31,79007
18,58,47,53,5,101,26,3,84,34,27,81461
47,8,25,97,101,118,99,40,34,35,0,70802
116,37,63,35,5,61,81,87,60,46,28,76507
39,57,83,95,114,10,80,117,33,57,70,76861
4,105,35,47,13,111,58,38,106,64,106,72728
62,9,40,88,8,10,90,52,52,55,112,73393
119,109,36,63,101,94,61,60,6,65,54,73234
85,5,85,61,91,114,109,87,48,40,19,73274
98,18,97,37,19,85,107,41,24,119,117,77182
69,43,112,62,75,0,16,31,5,73,62,77677
22,4,61,118,25,117,94,11,55,91,77,74584
9,118,32,47,64,86,5,80,109,73,54,81443
26,70,82,67,23,79,22,40,94,109,58,77853
55,117,67,100,24,35,97,79,26,52,92,76297
70,8,24,84,33,20,36,75,115,111,119,75410
71,68,111,70,52,60,24,104,4,48,50,72817
76,45,44,0,62,44,67,105,114,54,73,77677
83,18,84,48,4,94,18,41,29,24,58,76857
25,58,14,22,0,80,80,37,29,51,26,75964
3,103,110,1,103,40,113,103,1,104,108,77094
17,26,54,64,109,57,7,29,101,85,92,77006
89,83,6,58,51,96,53,21,79,106,84,77327
23,18,51,45,47,102,64,34,22,55,38,75580
57,65,80,11,56,69,41,13,53,34,11,74064
75,21,91,109,91,60,11,68,54,106,43,80476
111,90,104,99,53,19,8,30,36,40,72,72488
13,60,39,5,102,59,51,9,82,12,86,79989
82,64,96,41,59,61,96,10,95,62,80,79088
119,79,9,119,6,51,71,2,42,78,65,80480
31,66,67,97,74,53,89,75,50,22,0,77953
118,31,71,101,114,48,53,17,46,97,44,78977
0,99,95,68,117,24,18,69,46,105,94,71959
14,52,35,59,63,25,106,89,77,7,94,78851
51,73,12,67,109,102,69,15,72,35,22,74235
15,26,74,9,8,9,61,119,96,11,80,78042
71,24,77,66,14,71,105,40,67,68,71,77367
48,49,13,37,113,86,115,67,118,87,102,78582
113,46,102,23,51,108,85,40,83,45,32,76619
111,40,98,113,23,27,31,58,108,46,11,76446
114,67,40,54,6,57,72,39,21,33,15,75784
83,5,60,110,32,52,55,78,57,67,71,74666
113,36,18,94,8,84,34,17,75,25,60,75258
27,25,11,85,12,99,97,101,81,19,0,75088
56,84,48,93,73,75,58,31,52,90,62,73900
88,68,96,13,45,118,89,105,90,8,30,76217
34,74,109,77,35,76,110,80,78,81,80,78746
58,43,2,44,110,60,111,98,6,79,45,79122
16,36,60,8,57,42,103,94,76,81,59,76519
97,30,26,50,95,39,113,24,2,12,9,75417
68,68,48,52,110,18,83,83,29,8,110,78494
7,41,81,81,101,74,5,117,47,78,96,76917
5,102,70,11,55,76,117,63,83,95,30,76240
4,30,94,24,11,72,79,33,72,66,50,76164
117,29,39,31,117,84,10,26,86,18,70,78609
55,3,22,4,69,105,88,75,33,101,23,75399
51,80,102,116,63,69,58,83,30,85,79,75040
23,47,119,89,8,20,117,30,34,18,68,73447
94,113,105,96,97,114,54,43,77,106,99,79035
72,20,85,54,61,111,2,24,107,17,6,78790
12,11,48,102,92,11,76,63,51,70,13,76890
25,2,56,43,13,1,70,60,4,107,80,77866
52,88,52,42,1,47,74,82,6,10,19,78013
116,78,16,95,98,51,51,56,114,2,118,76500
61,83,45,43,86,22,47,67,70,116,85,75163
59,2,90,96,49,2,25,31,71,57,90,76043
20,14,78,48,43,117,6,18,71,77,68,78555
24,85,81,75,30,39,93,77,74,37,16,75178
23,73,72,50,80,84,36,66,22,91,99,77086
98,67,66,78,117,46,118,31,64,83,45,75499
40,52,12,34,68,68,67,27,1,78,107,77854
22,115,117,5,100,89,68,99,78,76,51,74422
99,21,105,4,68,20,38,8,10,67,109,77753
103,50,61,106,40,61,66,40,26,90,28,74454
8,38,0,17,25,112,114,30,26,29,93,74025
100,0,11,63,118,1,113,3,22,42,29,67476
5,3,113,8,96,107,78,39,107,24,43,76298
35,50,16,47,71,56,43,92,31,119,77,78444
97,104,105,15,73,93,47,71,37,40,22,75361
70,109,16,72,15,117,92,84,9,21,45,72513
71,3,40,33,15,21,53,79,72,65,28,76818
93,114,92,14,17,79,39,6,69,85,106,75717
2,39,32,14,57,56,64,103,31,97,4,77749
110,7,107,66,56,41,93,96,94,16,18,77477
52,45,100,118,6,62,23,23,43,11,38,78541
106,60,39,65,42,28,50,35,26,114,100,74840
115,11,117,23,27,84,5,21,60,97,75,78424
106,93,41,111,21,31,111,107,80,13,82,75664
108,96,34,103,87,23,10,56,0,100,3,75110
71,44,45,27,51,10,36,68,68,43,53,74589
74,36,49,72,75,58,11,32,44,50,110,76001
18,0,98,57,68,52,111,7,96,109,81,79058
61,60,14,29,64,66,52,14,56,41,77,71286
25,63,107,66,46,94,1,65,67,46,32,76393
92,2,17,108,67,111,33,108,58,95,80,78607
18,106,105,81,16,57,4,64,80,95,117,73342
46,75,92,24,1,58,114,66,99,102,87,80054
74,38,72,19,112,7,4,108,71,33,81,78050
110,106,36,103,90,60,40,100,118,75,85,76181
24,63,97,118,20,58,73,11,66,40,52,77249
81,65,38,97,88,37,66,61,54,35,2,76230
44,76,60,95,113,35,63,24,94,30,111,78406
84,60,93,81,64,106,11,49,80,84,69,79379
98,36,0,21,52,13,24,47,88,83,19,76553
67,47,95,51,5,92,41,107,14,12,21,77713
109,78,73,44,41,93,34,40,92,37,79,78442
105,33,32,92,9,55,60,113,19,35,70,72671
52,64,54,37,95,50,72,34,79,36,42,80106
86,36,118,90,97,19,36,77,24,65,49,78361
11,64,51,74,62,110,72,37,96,53,102,74635
8,62,92,99,15,18,67,49,87,48,43,78431
42,19,91,64,99,106,16,18,111,93,95,76145
112,61,74,6,4,25,119,96,13,60,78,79358
4,14,112,84,95,100,15,91,24,31,78,78904
30,64,12,91,31,10,100,106,110,96,2,74334
29,46,31,89,55,22,99,33,22,66,40,73330
15,80,106,116,98,36,75,67,35,85,117,78629
15,90,107,95,47,31,11,67,26,91,114,73979
4,67,88,115,62,2,115,107,44,29,0,73683
86,93,92,51,60,37,20,85,66,12,54,76738
98,46,99,115,39,91,30,78,4,1,55,78419
39,76,53,52,78,115,12,30,40,102,103,76819
2,37,90,51,89,58,18,118,92,56,54,75630
3,25,68,65,98,42,87,75,117,114,40,80801
118,16,42,100,72,52,70,106,107,109,56,78723
61,60,73,3,25,114,13,36,83,27,112,79647
7,33,17,43,28,65,97,5,43,74,99,76815
66,110,67,51,18,29,61,13,100,83,47,76881
82,107,49,6,100,68,94,98,119,3,81,76418
118,8,105,63,50,66,39,2,118,48,26,75774
79,38,88,51,68,56,53,6,67,3,101,77532
56,26,5,118,100,23,101,27,24,47,34,73689
85,81,45,73,101,53,69,28,31,60,91,73555
102,118,47,44,46,87,104,117,23,86,10,80330
47,43,2,16,116,85,77,79,15,47,9,77727
63,21,91,81,30,85,115,18,20,117,62,77801
47,40,21,115,0,96,53,58,72,17,6,77805
30,31,44,89,27,63,9,42,46,24,23,74447
78,117,58,58,77,103,114,92,114,85,26,78532
72,74,11,65,68,79,65,58,1,27,97,73339
119,51,54,30,77,57,47,58,91,21,83,72981
63,12,54,105,105,35,101,73,101,50,61,79369
39,71,32,100,104,11,72,62,99,99,58,79758
4,20,91,78,2,78,29,12,20,87,11,77148
15,11,50,58,99,94,0,88,35,74,104,78598
105,62,12,88,82,53,51,38,70,58,52,76003
6,35,83,33,71,96,18,44,53,10,47,78030
11,119,51,114,0,66,11,87,76,12,42,77174
31,79,43,4,100,20,114,34,102,93,90,75967
5,23,91,92,58,106,12,107,88,78,73,76575
84,105,13,106,104,36,69,51,46,79,95,75404
53,118,53,100,50,73,38,81,14,18,4,76358
18,87,39,2,87,42,11,38,85,90,59,74467
105,66,70,61,19,70,116,53,81,12,55,79216
27,3,41,24,77,25,29,115,114,60,51,75536
102,91,56,33,71,30,74,73,12,55,64,75888
36,110,90,100,7,13,25,14,38,24,72,72386
105,96,81,111,59,23,10,70,90,94,37,76164
54,108,44,105,77,95,29,78,34,37,8,75287
26,71,73,64,110,10,94,116,36,68,75,74505
75,85,9,104,49,94,23,3,12,0,85,75693
99,43,31,101,35,24,27,116,71,115,97,76002
51,42,39,52,34,65,109,55,98,33,77,79460
26,100,60,70,115,97,10,106,108,27,104,72754
32,107,0,64,74,77,84,93,75,37,65,78832
15,96,10,101,38,37,29,26,25,7,41,73594
33,101,38,85,32,53,82,48,83,7,12,77548
83,78,78,32,110,112,63,85,62,35,41,75272
22,117,102,51,88,97,78,19,60,98,106,74015
86,118,8,83,38,92,59,100,41,45,31,71671
41,45,14,38,18,35,87,65,29,35,100,78032
46,98,56,78,57,110,54,52,60,49,18,71819
24,28,7,106,82,3,23,29,103,70,99,76100
49,37,0,40,64,77,8,79,25,38,104,75926
96,16,2,81,82,118,34,42,36,13,35,79386
26,48,7,75,11,23,89,82,48,19,93,78624
3,86,100,46,34,51,12,97,84,86,84,78308
39,36,1,39,62,35,110,38,95,65,81,76958
115,6,15,37,24,103,113,19,117,17,28,73990
79,87,92,16,16,113,36,46,91,66,10,82666
70,54,31,10,50,86,116,113,32,51,74,73393
113,19,25,81,58,7,85,22,14,51,34,73299
41,20,69,81,97,97,117,92,90,73,119,77999
100,61,97,69,87,82,79,83,27,23,17,75587
5,92,44,23,16,66,115,101,83,112,93,80855
71,59,102,87,91,17,7,119,88,82,52,77122
52,87,67,1,76,48,52,103,81,16,50,76081
34,21,70,109,79,30,29,100,35,70,21,76343
119,76,102,103,92,10,5,95,49,36,84,76243
35,31,15,37,20,0,103,74,70,44,54,76543
32,61,51,9,3,54,112,12,70,112,38,82879
53,11,21,44,7,78,94,70,93,102,70,77209
24,26,24,91,49,15,86,76,74,27,62,77658
43,43,6,0,47,91,14,93,107,38,36,75430
20,42,93,94,44,9,25,119,15,39,59,74061
12,63,110,107,81,18,50,7,14,75,63,78695
8,6,52,100,17,38,118,46,47,26,21,73063
20,78,104,62,102,46,5,21,37,11,86,72379
43,47,84,85,95,39,42,11,39,11,117,78336
8,0,102,81,71,85,56,99,85,107,41,74483
76,112,15,2,43,2,28,62,49,22,2,73920
30,51,68,61,85,49,89,119,109,67,48,76795
63,87,75,35,45,76,45,108,96,112,114,77763
32,108,6,67,57,12,113,76,32,117,33,78996
5,75,16,61,94,46,5,12,119,99,15,75899
34,84,17,3,19,27,58,40,98,104,116,77936
38,75,95,68,83,73,41,88,33,54,69,73818
41,107,19,14,66,2,37,50,40,8,72,74873
37,99,3,118,91,100,4,0,86,54,80,73200
115,110,92,3,48,109,72,105,80,83,29,74857
78,53,114,6,38,90,21,71,74,53,73,75374
74,82,85,62,8,98,103,106,49,60,90,74993
95,57,59,55,49,101,113,82,5,79,93,77366
86,88,60,114,54,84,17,59,82,39,59,75309
25,86,63,9,5,62,79,44,113,39,101,76315
96,23,43,70,34,58,94,83,103,43,5,74322
46,8,66,25,49,64,104,37,2,20,58,75538
9,77,67,56,8,11,36,65,82,84,62,76665
105,110,24,66,62,111,39,6,72,78,88,78438
83,98,102,89,19,51,108,95,2,22,116,74420
48,61,99,50,29,22,105,47,30,70,83,75532
38,92,96,61,95,2,50,79,96,41,0,70880
67,36,12,109,3,16,1,75,32,57,80,73236
92,40,97,8,72,77,69,75,53,80,113,75538
117,101,112,53,69,67,65,67,82,111,95,77709
66,76,38,112,53,82,104,74,68,15,84,77644
50,72,108,87,37,66,85,95,58,26,95,78619
67,86,103,73,40,33,10,0,5,65,105,72621
73,20,56,41,5,94,12,58,31,84,14,79632
17,18,97,20,61,110,43,45,49,60,75,73344
14,65,92,94,112,40,67,83,68,51,36,77697
104,112,107,115,77,47,40,105,119,5,23,76602
22,22,62,32,22,28,119,63,38,63,49,75242
118,22,78,55,64,112,8,107,90,112,79,77595
114,32,87,108,38,74,32,45,64,117,78,75776
63,102,50,60,105,97,78,82,73,69,42,73053
115,94,60,69,60,71,88,109,9,94,74,78822
103,78,100,13,111,46,36,3,4,81,0,76461
80,76,88,106,81,104,113,19,2,3,113,77002
93,57,48,15,98,101,40,81,30,97,64,77069
87,20,24,115,68,12,73,26,119,81,45,78376
33,76,93,106,20,42,25,36,30,82,13,74294
61,53,78,103,31,31,47,107,48,1,76,80065
14,22,96,109,63,38,75,62,34,69,15,78150
102,59,67,74,59,32,81,96,89,48,27,75398
64,46,21,80,45,93,103,94,89,21,113,75402
81,36,80,45,30,81,103,41,43,67,46,74773
21,19,45,92,24,48,39,17,114,82,2,75610
96,100,62,34,49,73,53,113,34,100,30,76658
19,32,108,38,35,43,89,60,37,68,101,78237
59,105,73,46,103,1,96,107,24,6,19,74982
61,112,79,73,18,62,83,31,57,46,119,73664
69,100,84,53,63,8,12,33,46,85,10,76315
90,97,117,53,26,119,21,89,17,15,74,78207
87,103,70,36,97,53,52,13,100,9,19,74918
2,104,56,18,42,113,52,46,118,79,51,76194
13,58,15,18,31,61,95,89,27,93,35,81578
2,26,16,79,23,85,55,75,111,36,41,73557
45,14,80,83,26,19,52,53,82,46,55,76331
104,93,108,30,69,101,98,72,117,105,81,78538
21,35,36,117,17,12,103,119,1,59,112,74011
105,47,66,45,32,73,32,65,101,98,114,76580
103,55,92,85,51,110,25,96,55,101,22,81416
77,56,3,42,30,16,37,103,71,28,77,81286
1,7,119,110,50,51,119,17,57,55,113,76629
12,0,109,39,32,52,101,91,99,110,22,76783
9,29,49,99,109,78,97,2,17,93,11,80287
28,1,73,34,62,43,10,91,39,30,20,76279
87,87,119,36,102,67,48,20,60,21,71,73978
105,69,14,60,103,21,86,23,76,13,18,73633
19,27,23,7,37,49,97,51,61,111,65,81776
119,55,100,43,86,97,86,117,20,40,98,72198
100,7,104,103,72,39,12,111,60,62,91,76881
83,119,19,95,99,106,30,92,85,58,94,77468
112,42,13,95,103,71,106,28,101,77,62,81388
65,43,22,110,46,119,26,48,112,81,19,76228
40,51,105,62,92,18,83,42,4,42,5,76661
115,93,87,16,94,56,74,44,55,68,110,73554
24,35,20,16,71,90,117,13,19,32,52,72463
97,37,20,85,73,95,99,50,45,75,46,74334
26,83,79,18,11,115,62,43,91,1,116,76996
88,60,24,80,73,90,98,59,104,67,110,79121
67,66,37,106,10,87,82,37,83,18,55,77538
48,21,88,47,33,111,52,85,6,62,45,77768
3,64,13,86,71,112,99,108,78,108,68,80044
91,0,23,36,38,118,50,92,0,72,52,78694
54,113,70,25,58,66,19,32,45,102,54,76258
49,108,33,69,5,66,89,2,117,22,57,73530
68,116,14,36,89,18,72,81,77,37,24,73932
18,110,53,50,88,119,75,86,51,18,15,73833
1,77,115,55,102,43,46,65,17,18,68,76881
26,91,14,107,29,106,58,116,22,48,4,71644
95,24,80,68,71,110,101,0,70,103,48,80013
97,81,5,60,94,59,0,91,119,74,111,79581
76,90,32,18,9,63,37,78,15,10,12,75026
93,56,31,28,5,58,66,91,55,17,89,81204
75,67,25,22,71,36,25,25,28,79,44,70303
92,114,116,106,51,37,28,3,116,119,40,75005
34,37,6,101,51,5,21,32,41,68,115,72529
94,47,90,111,99,112,107,15,7,25,14,78110
